PMID,ISSN,JournalTitle,ISOAbbreviation,ArticleTitle,Authors,Year,Month,Day
133,0008-4182,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Can J Ophthalmol,The prevention of autolysis of stored cornea using steroid as a lysosome membrane stabilizer.,"Fook, T J, TJ; Ranadive, N S, NS; Basu, P K, PK",1975,Oct,NA
134,0008-4212,Canadian journal of physiology and pharmacology,Can J Physiol Pharmacol,Respiratory effects of H+ and dinitrophenol injections into the brain stem subarachnoid space of fetal lambs.,"Jansen, A H, AH; Russell, B J, BJ; Chernick, V, V",1975,Oct,NA
135,0008-4166,Canadian journal of microbiology,Can J Microbiol,Soil fungistasis: elevation of the exogenous carbon and nitrogen requirements for spore germination by fungistatic volatiles in soils.,"Griffin, G J, GJ; Hora, T S, TS; Baker, R, R",1975,Oct,NA
136,0008-4166,Canadian journal of microbiology,Can J Microbiol,Nitrofurazone-reducing enzymes in E. coli and their role in drug activation in vivo.,"McCalla, D R, DR; Olive, P, P; Tu, Y, Y; Fan, M L, ML",1975,Oct,NA
137,0008-4166,Canadian journal of microbiology,Can J Microbiol,Enzymatic hydrolysis of agar: purification and characterization of neoagarobiose hydrolase and p-nitrophenyl alpha-galactoside hydrolase.,"Day, D F, DF; Yaphe, W, W",1975,Oct,NA
138,0008-4166,Canadian journal of microbiology,Can J Microbiol,Temperature and pH optima for 21 species of thermophilic and thermotolerant fungi.,"Rosenberg, S L, SL",1975,Oct,NA
139,0008-4166,Canadian journal of microbiology,Can J Microbiol,Physiological differences among isolates of Phytophthora cinnamomi.,"Kelley, W D, WD",1975,Oct,NA
140,0008-4166,Canadian journal of microbiology,Can J Microbiol,Regulation and properties of an invertase from Clostridium pasteurianum.,"Laishley, E J, EJ",1975,Nov,NA
141,0008-4166,Canadian journal of microbiology,Can J Microbiol,Characterization studies on the membrane-bound adenosine triphosphatase (ATPase) of Azotobacter vinelandii.,"Jurtshuk, P, P; McEntire, J E, JE",1975,Nov,NA
142,0008-4166,Canadian journal of microbiology,Can J Microbiol,Effects of zinc-smelter emissions on forest soil microflora.,"Jordan, M J, MJ; Lechevalier, M P, MP",1975,Nov,NA
143,0008-5472,Cancer research,Cancer Res,alpha-Naphthoflavone activation of 6-hydroxymethylbenzo(alpha)pyrene synthetase.,"Sloane, N H, NH",1975,Dec,NA
144,0008-6215,Carbohydrate research,Carbohydr Res,"Isolation and characterization of an unsubstituted 2,3-unsaturated sugar, trans-2,3-dideoxy-D-glycero-pent-2-enose, produced by thermal dehydration of 2-deoxy-D-erythro-pentose.","Esterbauer, H, H; Sanders, E B, EB; Schubert, J, J",1975,Oct,NA
145,0069-0384,Cardiovascular clinics,Cardiovasc Clin,Prophylactic antiarrhythmic drug therapy in acute myocardial infarction.,"Binnion, P F, PF; Das Gupta, R, R",1975,NA,NA
146,0008-7335,Casopis lekaru ceskych,Cas Lek Cesk,[Influence of beta-blocking agents on experimental atherosclerosis of cocks (author's transl)].,"Reinis, Z, Z; Lojda, Z, Z; Heyrovský, A, A; Horáková, D, D; Reisenauer, R, R",1975,Oct,24
147,0008-8749,Cellular immunology,Cell Immunol,Cytotoxic interaction between gorgonian explants: mode of action.,"Theodor, J L, JL; Senelar, R, R",1975,Oct,NA
148,0009-2797,Chemico-biological interactions,Chem Biol Interact,"The effects of the continuous administration of N,N-dimethyl-4-phenylazoaniline (DAB) on the activities and the inducibilities of some drug-metabolizing enzymes in rat liver.","Autrup, H, H; Thurlow, B J, BJ; Warwick, G P, GP",1975,Nov,NA
149,0009-2797,Chemico-biological interactions,Chem Biol Interact,"Some characteristics of two azoreductase systems in rat liver. Relevance to the activity of 2-[4'-di(2""-bromopropyl)-aminophenylazo]benzoic acid (CB10-252), a compound possessing latent cytotoxic activity.","Autrup, H, H; Warwick, G P, GP",1975,Nov,NA
150,0009-2797,Chemico-biological interactions,Chem Biol Interact,Mercury inhibition of avian fatty acid synthetase complex.,"Donaldson, W E, WE",1975,Nov,NA
151,NA,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,C R Acad Hebd Seances Acad Sci D,[Basic phospholipase of Naja nigricollis venom].,"Dumarey, C, C; Sket, D, D; Joseph, D, D; Boquet, P, P",1975,Apr,07
152,NA,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,C R Acad Hebd Seances Acad Sci D,[Spontaneous mortality and vascular lesions in 3 rat strains with different blood pressure levels].,"Dupont, J, J; Dupont, J C, JC; Milon, H, H; Froment, A, A",1975,Apr,07
153,0009-7330,Circulation research,Circ Res,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,"Fitch, W, W; MacKenzie, E T, ET; Harper, A M, AM",1975,Nov,NA
154,0009-7330,Circulation research,Circ Res,"Influence of hematocrit, blood gas tensions, and pH on pressure-flow relations in the isolated canine lung.","Bucens, D, D; Pain, M C, MC",1975,Nov,NA
155,0009-7330,Circulation research,Circ Res,Interaction of the chemoreflex and the pulmonary inflation reflex in the regulation of coronary circulation in conscious dogs.,"Vatner, S F, SF; McRitchie, R J, RJ",1975,Nov,NA
156,0009-7330,Circulation research,Circ Res,Effect of coronary blood flow on glycolytic flux and intracellular pH in isolated rat hearts.,"Neely, J R, JR; Whitmer, J T, JT; Rovetto, M J, MJ",1975,Dec,NA
157,0009-7330,Circulation research,Circ Res,Mechanisms of glycolytic inhibition in ischemic rat hearts.,"Rovetto, M J, MJ; Lamberton, W F, WF; Neely, J R, JR",1975,Dec,NA
158,0009-7330,Circulation research,Circ Res,Comparison of contractile performance of canine atrial and ventricular muscles.,"Urthaler, F, F; Walker, A A, AA; Hefner, L L, LL; James, T N, TN",1975,Dec,NA
159,0009-9120,Clinical biochemistry,Clin Biochem,Serum lactate dehydrogenase activity ratios with different substrates.,"Barlow, D, D; Naghizadeh, F, F; King, J, J",1975,Oct,NA
160,0009-9147,Clinical chemistry,Clin Chem,Fluorometric assay for N-acetylprocainamide.,"Matusik, E, E; Gibson, T P, TP",1975,Dec,NA
161,0009-9147,Clinical chemistry,Clin Chem,Rapid kinetic measurement of lactate in plasma with a centrifugal analyzer.,"Pesce, M A, MA; Bodourian, S H, SH; Nicholson, J F, JF",1975,Dec,NA
162,0009-9147,Clinical chemistry,Clin Chem,Improved high-resolution high-voltage paper electrophoresis system for use in screening for aminoacidopathies.,"Spiekerman, A M, AM; Hetherly, M E, ME; Hall, F F, FF",1975,Dec,NA
163,0009-9147,Clinical chemistry,Clin Chem,Measurement of total alkaline phosphatase activity in human serum.,"Bowers, G N, GN; McComb, R B, RB",1975,Dec,NA
164,0009-8981,Clinica chimica acta; international journal of clinical chemistry,Clin Chim Acta,Problems associated with the determination of arylsulfatase A and B using nitrocatechol sulfate substrate.,"Shapira, E, E; Nadler, H L, HL",1975,Nov,15
165,0009-8981,Clinica chimica acta; international journal of clinical chemistry,Clin Chim Acta,A clinical method for the determination of serum gamma-glutamyl transpeptidase.,"Tamaoki, H, H; Minato, S, S; Takei, S, S; Fujisawa, K, K",1975,Nov,15
166,0045-7167,Horumon to rinsho. Clinical endocrinology,Horumon To Rinsho,[Inborn error of glycolipid metabolism].,"Suzuki, Y, Y",1975,Sep,NA
167,0301-0430,Clinical nephrology,Clin Nephrol,Treatment of renal hypertension.,"Losse, H, H",1975,Nov,NA
169,0009-9228,Clinical pediatrics,Clin Pediatr (Phila),Some pharmacologic aspects of the antihistamines. A survey of current clinical applications.,"Zepp, E A, EA; Thomas, J A, JA; Knotts, G R, GR",1975,Dec,NA
170,0301-0538,Clinical science and molecular medicine,Clin Sci Mol Med,Anaerobic glycolysis in normal human erythrocytes incubated in vitro with sodium salicylate.,"Worathumrong, N, N; Grimes, A J, AJ",1975,Nov,NA
168,0009-921X,Clinical orthopaedics and related research,Clin Orthop Relat Res,"Effects of graded infusions of monomethylmethacrylate on coagulation, blood lipids, respiration and circulation. An experimental study in dogs.","Modig, J, J; Busch, C, C; Waernbaum, G, G",NA,NA,NA
171,0301-0538,Clinical science and molecular medicine,Clin Sci Mol Med,Arterial catecholamines in hypoxic exercise in man.,"Clancy, L J, LJ; Critchley, J A, JA; Leitch, A G, AG; Kirby, B J, BJ; Ungar, A, A; Flenley, D C, DC",1975,Nov,NA
172,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Meal to pellet intervals in 14 species of captive raptors.,"Duke, G E, GE; Evanson, O A, OA; Jegers, A, A",1976,Jan,NA
173,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"Secretion of sulfuric acid in Cassidaria echinophora Lamarck (Mollusca: Mesogastropoda, marine carnivorous snail).","Fänge, R, R; Lidman, U, U",1976,Jan,NA
174,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Studies on the lipid content of pigeon breast muscle.,"James, N T, NT; Meek, G A, GA",1976,Jan,NA
175,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"Seasonal variation in diet, volatile fatty acid production and size of the cecum of roch ptarmigan.","Gasaway, W C, WC",1976,Jan,NA
176,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,The auditory system of the goldfish (Carassius auratus): effects of intense acoustic stimulation.,"Popper, A N, AN; Clarke, N L, NL",1976,Jan,NA
177,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Volatile fatty acids and metabolizable energy derived from cecal fermentation in the willow ptarmigan.,"Gasaway, W C, WC",1976,Jan,NA
178,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,A comparison of intestinal amino acid absorption in various avian and mammalian species.,"Lerner, J, J; Kratzer, F H, FH",1976,Jan,NA
179,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"Holeuryhalinity and its mechanisms in a cirriped crustacean, Balanus improvisus.","Fyhn, H J, HJ",1976,Jan,NA
180,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"A comparative study on the regulation of osmotic, ionic and organic-solute concentrations in the blood of aquatic organisms.","Spaargaren, D H, DH",1976,Jan,NA
181,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"Aestivation and thermoregulation in the Texas tortoise, Gopherus berlandieri.","Voigt, W G, WG; Johnson, C R, CR",1976,Jan,NA
182,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,The respiratory quotient of Gammarus pulex L.,"Wright, E A, EA; Wright, A A, AA",1976,Jan,NA
183,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Water balance of small lactating rodents--II. Concentration and composition of milk of females on ad libitum and restricted water intakes.,"Baverstock, P R, PR; Spencer, L, L; Pollard, C, C",1976,Jan,NA
184,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"Insect morphogenetic hormones and developmental mechanisms in the nematode, Nematospiroides dubius.","Dennis, R D, RD",1976,Jan,NA
185,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Osmotic interrelationship between blood and gut fluid in the isopod Porcellio scaber Latr. (Crustacea).,"Lindqvist, O V, OV; Fitzgerald, G, G",1976,Jan,NA
186,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Effects of thermal stimulation to the spinal cord on heart rate in cyprinid fishes.,"Iriki, M, M; Murata, S, S; Nagai, M, M; Tsuchiya, K, K",1976,Jan,NA
187,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,The long-term monitoring of ventilation rhythms of the polychaetous annelid Nereis virens sars.,"Scott, D M, DM; Mazurkiewicz, M, M; Leeman, P, P",1976,Jan,NA
188,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Diving bradycardia in four species of North American aquatic snakes.,"Jacob, J S, JS; McDonald, H S, HS",1976,Jan,NA
189,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,"Respiratory responses of Gillichthys mirabilis to changes in temperature, dissolved oxygen and salinity.","Courtois, L A, LA",1976,Jan,NA
190,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,The pronephroi as the site of presumptive interrenal cells in the hagfish Myxine glutinosa L.,"Idler, D R, DR; Burton, M P, MP",1976,Jan,NA
191,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Excreta analysis on additional cockroach species and the house cricket.,"Cochran, D G, DG",1976,Jan,NA
192,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Interrelationships between water and metabolism in Artemia cysts--II. Carbohydrates.,"Clegg, J S, JS",1976,Jan,NA
193,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Interrelationships between water and metabolism in Artemia cysts--III. Respiration.,"Clegg, J S, JS",1976,Jan,NA
194,0300-9629,"Comparative biochemistry and physiology. A, Comparative physiology",Comp Biochem Physiol A Comp Physiol,Studies on avian erythrocyte metabolism--I. Procedure for separation and quantitation of the major phosphorylated metabolic intermediates by anion exchange chromatography.,"Isaacks, R E, RE; Harkness, D R, DR; Froeman, G A, GA; Sussman, S A, SA",1976,Jan,NA
195,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,Effect of different prostaglandins on the permeability of the toad urinary bladder.,"Urakabe, S, S; Takamitsu, Y, Y; Shirai, D, D; Yuasa, S, S; Kimura, G, G",1975,Oct,01
196,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,Evaluation of amplitude and frequency changes of miniature potentials with a poor signal-to-noise ratio.,"Huijbregts, L A, LA; Schreurs, M, M",1975,Oct,01
197,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,"Practolol, caffeine and calcium in the regulation of mechanical activity of the cardiac ventricle in Myxine glutinosa (L.).","Storesund, A, A; Helle, K B, KB",1975,Oct,01
198,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,Asymmetric distribution of aspartate in ganglia and single neurons of Aplysia.,"Zeman, G H, GH; Carpenter, D O, DO",1975,Oct,01
199,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,Electrophysiological actions of convulsants and anticonvulsants on neurons of the leech subesophageal ganglion.,"Kleinhaus, A L, AL",1975,Oct,01
200,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,The relative importance of monoamine oxidase and catechol-O-methyl transferase on the physiologic response to administered norepinephrine in the turkey.,"El Halawani, M E, ME; Waibel, P E, PE",1975,Oct,01
201,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,"The cardiac cycle and the effects of neurohumors on myocardial contractility in the Asiatic eel Anguilla japonica, Timm. & Schle.","Chow, P H, PH; Chan, D K, DK",1975,Oct,01
202,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,"Characteristics of the noradrenergic innervation of the left atrium in the chick (Gallus gallus domesticus, L.).","Bennett, T, T; Malmfors, T, T",1975,Oct,01
203,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,Responsiveness of neurogenic hearts to octopamine.,"Grega, D S, DS; Sherman, R G, RG",1975,Oct,01
204,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,Action of kainic acid on a glutamatergic synapse.,"Daoud, A, A; Usherwood, P N, PN",1975,Oct,01
205,0306-4492,Comparative biochemistry and physiology. C: Comparative pharmacology,Comp Biochem Physiol C Comp Pharmacol,"The effects of 5-hydroxytryptamine depletors and monoamine oxidase inhibitors on color changes of the fiddler crab, Uca pugilator: further evidence in support of the hypothesis that 5-hydroxytryptamine controls the release of red pigment-dispersing hormone.","Fingerman, M, M; Fingerman, S W, SW",1975,Oct,01
